  0.00000000E+00 -0.34309754E+01
  0.10081144E-01 -0.34327075E+01
  0.20162287E-01 -0.34378842E+01
  0.30243431E-01 -0.34464433E+01
  0.40324575E-01 -0.34582841E+01
  0.50405718E-01 -0.34732722E+01
  0.60486862E-01 -0.34912445E+01
  0.70568006E-01 -0.35120154E+01
  0.80649149E-01 -0.35353833E+01
  0.90730293E-01 -0.35611366E+01
  0.10081144E+00 -0.35890591E+01
  0.11089258E+00 -0.36189344E+01
  0.12097372E+00 -0.36505505E+01
  0.13105487E+00 -0.36837022E+01
  0.14113601E+00 -0.37181934E+01
  0.15121715E+00 -0.37538389E+01
  0.16129830E+00 -0.37904654E+01
  0.17137944E+00 -0.38279113E+01
  0.18146059E+00 -0.38660277E+01
  0.19154173E+00 -0.39046776E+01
  0.20162287E+00 -0.39437357E+01
  0.21170402E+00 -0.39830878E+01
  0.22178516E+00 -0.40226308E+01
  0.23186630E+00 -0.40622710E+01
  0.24194745E+00 -0.41019244E+01
  0.25202859E+00 -0.41415158E+01
  0.26210973E+00 -0.41809778E+01
  0.27219088E+00 -0.42202507E+01
  0.28227202E+00 -0.42592816E+01
  0.29235317E+00 -0.42980240E+01
  0.30243431E+00 -0.43364374E+01
  0.31251545E+00 -0.43744864E+01
  0.32259660E+00 -0.44121409E+01
  0.33267774E+00 -0.44493751E+01
  0.34275888E+00 -0.44861675E+01
  0.35284003E+00 -0.45225003E+01
  0.36292117E+00 -0.45583590E+01
  0.37300231E+00 -0.45937327E+01
  0.38308346E+00 -0.46286128E+01
  0.39316460E+00 -0.46629936E+01
  0.40324575E+00 -0.46968716E+01
  0.41332689E+00 -0.47302451E+01
  0.42340803E+00 -0.47631144E+01
  0.43348918E+00 -0.47954813E+01
  0.44357032E+00 -0.48273489E+01
  0.45365146E+00 -0.48587213E+01
  0.46373261E+00 -0.48896035E+01
  0.47381375E+00 -0.49200013E+01
  0.48389489E+00 -0.49499209E+01
  0.49397604E+00 -0.49793688E+01
  0.50405718E+00 -0.50083518E+01
  0.51413833E+00 -0.50368764E+01
  0.52421947E+00 -0.50649492E+01
  0.53430061E+00 -0.50925764E+01
  0.54438176E+00 -0.51197636E+01
  0.55446290E+00 -0.51465162E+01
  0.56454404E+00 -0.51728385E+01
  0.57462519E+00 -0.51987343E+01
  0.58470633E+00 -0.52242064E+01
  0.59478747E+00 -0.52492569E+01
  0.60486862E+00 -0.52738865E+01
  0.61494976E+00 -0.52980953E+01
  0.62503091E+00 -0.53218821E+01
  0.63511205E+00 -0.53452445E+01
  0.64519319E+00 -0.53681791E+01
  0.65527434E+00 -0.53906816E+01
  0.66535548E+00 -0.54127462E+01
  0.67543662E+00 -0.54343664E+01
  0.68551777E+00 -0.54555344E+01
  0.69559891E+00 -0.54762416E+01
  0.70568006E+00 -0.54964784E+01
  0.71576120E+00 -0.55162342E+01
  0.72584234E+00 -0.55354979E+01
  0.73592349E+00 -0.55542574E+01
  0.74600463E+00 -0.55725001E+01
  0.75608577E+00 -0.55902130E+01
  0.76616692E+00 -0.56073823E+01
  0.77624806E+00 -0.56239941E+01
  0.78632920E+00 -0.56400341E+01
  0.79641035E+00 -0.56554881E+01
  0.80649149E+00 -0.56703414E+01
  0.81657264E+00 -0.56845797E+01
  0.82665378E+00 -0.56981885E+01
